Service,Port,Protocol,Description
,7626,udp,De-registered
soap-http,7627,udp,SOAP Service Port
zen-pawn,7628,udp,Primary Agent Work Notification
xdas,7629,udp,OpenXDAS Wire Protocol
,7630,udp,Reserved
,7631,udp,Reserved
pmdfmgt,7633,udp,PMDF Management
cuseeme,7648,udp,bonjour-cuseeme
rome,7663,udp,Proprietary immutable distributed data storage
,7672,udp,Reserved
,7673,udp,Reserved
imqtunnels,7674,udp,iMQ SSL tunnel
imqtunnel,7675,udp,iMQ Tunnel
imqbrokerd,7676,udp,iMQ Broker Rendezvous
sun-user-https,7677,udp,Sun App Server - HTTPS
ms-do,7680,udp,Microsoft Delivery Optimization Peer-to-Peer
,7683,udp,Reserved
,7687,udp,Reserved
collaber,7689,udp,Collaber Network Service
klio,7697,udp,KLIO communications
,7700,udp,Reserved
,7701,udp,Reserved
sync-em7,7707,udp,EM7 Dynamic Updates
scinet,7708,udp,scientia.net
medimageportal,7720,udp,MedImage Portal
nsdeepfreezectl,7724,udp,Novell Snap-in Deep Freeze Control
nitrogen,7725,udp,Nitrogen Service
freezexservice,7726,udp,FreezeX Console Service
trident-data,7727,udp,Trident Systems Data
osvr,7728,udp,Open-Source Virtual Reality
smip,7734,udp,Smith Protocol over IP
aiagent,7738,udp,HP Enterprise Discovery Agent
scriptview,7741,udp,ScriptView Network
,7742,udp,Reserved
sstp-1,7743,udp,Sakura Script Transfer Protocol
raqmon-pdu,7744,udp,RAQMON PDU
prgp,7747,udp,Put/Run/Get Protocol
,7775,udp,Reserved
cbt,7777,udp,cbt
interwise,7778,udp,Interwise
vstat,7779,udp,VSTAT
accu-lmgr,7781,udp,accu-lmgr
s-bfd,7784,udp,Seamless Bidirectional Forwarding Detection (S-BFD)
minivend,7786,udp,MINIVEND
popup-reminders,7787,udp,Popup Reminders Receive
office-tools,7789,udp,Office Tools Pro Receive
q3ade,7794,udp,Q3ADE Cluster Service
pnet-conn,7797,udp,Propel Connector port
pnet-enc,7798,udp,Propel Encoder port
altbsdp,7799,udp,Alternate BSDP Service
asr,7800,udp,Apple Software Restore
ssp-client,7801,udp,Secure Server Protocol - client
vns-tp,7802,udp,Virtualized Network Services Tunnel Protocol
rbt-wanopt,7810,udp,Riverbed WAN Optimization Protocol
apc-7845,7845,udp,APC 7845
apc-7846,7846,udp,APC 7846
,7847,udp,Reserved
,7869,udp,Reserved
,7870,udp,Reserved
,7871,udp,Reserved
mipv6tls,7872,udp,TLS-based Mobile IPv6 Security
,7878,udp,Reserved
pss,7880,udp,Pearson
ubroker,7887,udp,Universal Broker
mevent,7900,udp,Multicast Event
tnos-sp,7901,udp,TNOS Service Protocol
tnos-dp,7902,udp,TNOS shell Protocol
tnos-dps,7903,udp,TNOS Secure DiaguardProtocol
qo-secure,7913,udp,QuickObjects secure port
t2-drm,7932,udp,Tier 2 Data Resource Manager
t2-brm,7933,udp,Tier 2 Business Rules Manager
generalsync,7962,udp,"Encrypted, extendable, general-purpose synchronization protocol"
supercell,7967,udp,Supercell
micromuse-ncps,7979,udp,Micromuse-ncps
quest-vista,7980,udp,Quest Vista
,7981,udp,Reserved
sossd-disc,7982,udp,Spotlight on SQL Server Desktop Agent Discovery
,7997,udp,Reserved
usicontentpush,7998,udp,USI Content Push Service
irdmi2,7999,udp,iRDMI2
irdmi,8000,udp,iRDMI
vcom-tunnel,8001,udp,VCOM Tunnel
teradataordbms,8002,udp,Teradata ORDBMS
mcreport,8003,udp,Mulberry Connect Reporting Service
,8004,udp,Reserved
mxi,8005,udp,MXI Generation II for z/OS
wpl-disc,8006,udp,World Programming analytics discovery
warppipe,8007,udp,I/O oriented cluster computing software
http-alt,8008,udp,HTTP Alternate
,8009,udp,Reserved
,8015,udp,Reserved
,8016,udp,Reserved
cisco-cloudsec,8017,udp,Cisco Cloudsec Dataplane Port Number
qbdb,8019,udp,QB DB Dynamic Port
intu-ec-svcdisc,8020,udp,Intuit Entitlement Service and Discovery
intu-ec-client,8021,udp,Intuit Entitlement Client
oa-system,8022,udp,oa-system
arca-api,8023,udp,ARCATrust vault API
ca-audit-da,8025,udp,CA Audit Distribution Agent
ca-audit-ds,8026,udp,CA Audit Distribution Server
papachi-p2p-srv,8027,udp,peer tracker and data relay service
pro-ed,8032,udp,ProEd
mindprint,8033,udp,MindPrint
vantronix-mgmt,8034,udp,.vantronix Management
ampify,8040,udp,Ampify Messaging Protocol
enguity-xccetp,8041,udp,Xcorpeon ASIC Carrier Ethernet Transport
,8042,udp,Reserved
,8043,udp,Reserved
,8044,udp,Reserved
,8051,udp,Reserved
senomix01,8052,udp,Senomix Timesheets Server
senomix02,8053,udp,Senomix Timesheets Client [1 year assignment]
senomix03,8054,udp,Senomix Timesheets Server [1 year assignment]
senomix04,8055,udp,Senomix Timesheets Server [1 year assignment]
senomix05,8056,udp,Senomix Timesheets Server [1 year assignment]
senomix06,8057,udp,Senomix Timesheets Client [1 year assignment]
senomix07,8058,udp,Senomix Timesheets Client [1 year assignment]
senomix08,8059,udp,Senomix Timesheets Client [1 year assignment]
aero,8060,udp,Asymmetric Extended Route Optimization (AERO)
,8066,udp,Reserved
,8067,udp,Reserved
,8070,udp,Reserved
gadugadu,8074,udp,Gadu-Gadu
,8077,udp,Reserved
http-alt,8080,udp,HTTP Alternate (see port 80)
sunproxyadmin,8081,udp,Sun Proxy Admin Service
us-cli,8082,udp,Utilistor (Client)
us-srv,8083,udp,Utilistor (Server)
,8084,udp,Reserved
d-s-n,8086,udp,Distributed SCADA Networking Rendezvous Port
simplifymedia,8087,udp,Simplify Media SPP Protocol
radan-http,8088,udp,Radan HTTP
,8090,udp,Reserved
,8091,udp,Reserved
sac,8097,udp,SAC Port Id
xprint-server,8100,udp,Xprint Server
,8101,udp,Reserved
,8102,udp,Reserved
skynetflow,8111,udp,Skynetflow network services
mtl8000-matrix,8115,udp,MTL8000 Matrix
cp-cluster,8116,udp,Check Point Clustering
,8117,udp,Reserved
privoxy,8118,udp,Privoxy HTTP proxy
apollo-data,8121,udp,Apollo Data Port
apollo-admin,8122,udp,Apollo Admin Port
paycash-online,8128,udp,PayCash Online Protocol
paycash-wbp,8129,udp,PayCash Wallet-Browser
indigo-vrmi,8130,udp,INDIGO-VRMI
indigo-vbcp,8131,udp,INDIGO-VBCP
dbabble,8132,udp,dbabble
,8140,udp,Reserved
isdd,8148,udp,i-SDD file transfer
eor-game,8149,udp,Edge of Reality game data
,8153,udp,Reserved
patrol,8160,udp,Patrol
patrol-snmp,8161,udp,Patrol SNMP
,8162,udp,Reserved
,8181,udp,Reserved
vmware-fdm,8182,udp,VMware Fault Domain Manager
,8183,udp,Reserved
itach,8184,udp,Remote iTach Connection
,8190,udp,Reserved
,8191,udp,Reserved
spytechphone,8192,udp,SpyTech Phone Service
blp1,8194,udp,Bloomberg data API
blp2,8195,udp,Bloomberg feed
vvr-data,8199,udp,VVR DATA
trivnet1,8200,udp,TRIVNET
trivnet2,8201,udp,TRIVNET
aesop,8202,udp,Audio+Ethernet Standard Open Protocol
lm-perfworks,8204,udp,LM Perfworks
lm-instmgr,8205,udp,LM Instmgr
lm-dta,8206,udp,LM Dta
lm-sserver,8207,udp,LM SServer
lm-webwatcher,8208,udp,LM Webwatcher
aruba-papi,8211,udp,Aruba Networks AP management
rexecj,8230,udp,RexecJ Server
hncp-udp-port,8231,udp,HNCP
hncp-dtls-port,8232,udp,HNCP over DTLS
synapse-nhttps,8243,udp,Synapse Non Blocking HTTPS
espeasy-p2p,8266,udp,ESPeasy peer-2-peer communication
,8270,udp,Reserved
ms-mcc,8276,udp,Microsoft Connected Cache
synapse-nhttp,8280,udp,Synapse Non Blocking HTTP
libelle-disc,8282,udp,Libelle EnterpriseBus discovery
blp3,8292,udp,Bloomberg professional
,8293,udp,Reserved
blp4,8294,udp,Bloomberg intelligent client
tmi,8300,udp,Transport Management Interface
amberon,8301,udp,Amberon PPC/PPS
,8313,udp,Reserved
tnp-discover,8320,udp,Thin(ium) Network Protocol
tnp,8321,udp,Thin(ium) Network Protocol
garmin-marine,8322,udp,Garmin Marine
server-find,8351,udp,Server Find
cruise-enum,8376,udp,Cruise ENUM
cruise-swroute,8377,udp,Cruise SWROUTE
cruise-config,8378,udp,Cruise CONFIG
cruise-diags,8379,udp,Cruise DIAGS
cruise-update,8380,udp,Cruise UPDATE
m2mservices,8383,udp,M2m Services
marathontp,8384,udp,Marathon Transport Protocol
cvd,8400,udp,cvd
sabarsd,8401,udp,sabarsd
abarsd,8402,udp,abarsd
admind,8403,udp,admind
,8404,udp,Reserved
,8405,udp,Reserved
,8415,udp,Reserved
espeech,8416,udp,eSpeech Session Protocol
espeech-rtp,8417,udp,eSpeech RTP Protocol
,8423,udp,Reserved
,8432,udp,Reserved
cybro-a-bus,8442,udp,CyBro A-bus Protocol
pcsync-https,8443,udp,PCsync HTTPS
pcsync-http,8444,udp,PCsync HTTP
copy-disc,8445,udp,Port for copy discovery
npmp,8450,udp,npmp
,8457,udp,Reserved
,8470,udp,Reserved
,8471,udp,Reserved
otv,8472,udp,Overlay Transport Virtualization (OTV)
vp2p,8473,udp,Virtual Point to Point
noteshare,8474,udp,AquaMinds NoteShare
fmtp,8500,udp,Flight Message Transfer Protocol
cmtp-av,8501,udp,CYTEL Message Transfer Audio and Video
,8502,udp,Reserved
lsp-self-ping,8503,udp,MPLS LSP Self-Ping
rtsp-alt,8554,udp,RTSP Alternate (see port 554)
d-fence,8555,udp,SYMAX D-FENCE
dof-tunnel,8567,udp,DOF Tunneling Protocol
asterix,8600,udp,Surveillance Data
canon-cpp-disc,8609,udp,Canon Compact Printer Protocol Discovery
canon-mfnp,8610,udp,Canon MFNP Service
canon-bjnp1,8611,udp,Canon BJNP Port 1
canon-bjnp2,8612,udp,Canon BJNP Port 2
canon-bjnp3,8613,udp,Canon BJNP Port 3
canon-bjnp4,8614,udp,Canon BJNP Port 4
,8615,udp,Reserved
,8665,udp,Reserved
,8666,udp,Reserved
msi-cps-rm-disc,8675,udp,Motorola Solutions Customer Programming Software for Radio Management Discovery
sun-as-jmxrmi,8686,udp,Sun App Server - JMX/RMI
,8688,udp,Reserved
,8699,udp,Reserved
,8710,udp,Reserved
,8711,udp,Reserved
dtp-net,8732,udp,DASGIP Net Services
ibus,8733,udp,iBus
,8750,udp,Reserved
mc-appserver,8763,udp,MC-APPSERVER
openqueue,8764,udp,OPENQUEUE
ultraseek-http,8765,udp,Ultraseek HTTP
amcs,8766,udp,Agilent Connectivity Service
,8767,udp,Reserved
,8768,udp,Reserved
,8769,udp,Reserved
dpap,8770,udp,Digital Photo Access Protocol (iPhoto)
,8778,udp,Reserved
msgclnt,8786,udp,Message Client
msgsrvr,8787,udp,Message Server
acd-pm,8793,udp,Accedian Performance Measurement
sunwebadmin,8800,udp,Sun Web Server Admin Service
truecm,8804,udp,truecm
pfcp,8805,udp,Destination Port number for PFCP
hes-clip,8807,udp,HES-CLIP Interoperability protocol
ssports-bcast,8808,udp,STATSports Broadcast Service
3gpp-monp,8809,udp,MCPTT Off-Network Protocol (MONP)
dxspider,8873,udp,dxspider linking protocol
cddbp-alt,8880,udp,CDDBP
,8881,udp,Reserved
secure-mqtt,8883,udp,Secure MQTT
ddi-udp-1,8888,udp,NewsEDGE server UDP (UDP 1)
ddi-udp-2,8889,udp,NewsEDGE server broadcast
ddi-udp-3,8890,udp,NewsEDGE client broadcast
ddi-udp-4,8891,udp,Desktop Data UDP 3: NESS application
ddi-udp-5,8892,udp,Desktop Data UDP 4: FARM product
ddi-udp-6,8893,udp,Desktop Data UDP 5: NewsEDGE/Web application
ddi-udp-7,8894,udp,Desktop Data UDP 6: COAL application
ospf-lite,8899,udp,ospf-lite
jmb-cds1,8900,udp,JMB-CDS 1
jmb-cds2,8901,udp,JMB-CDS 2
,8908,udp,Reserved
manyone-http,8910,udp,manyone-http
manyone-xml,8911,udp,manyone-xml
wcbackup,8912,udp,Windows Client Backup
dragonfly,8913,udp,Dragonfly System Service
,8937,udp,Reserved
,8953,udp,Reserved
cumulus-admin,8954,udp,Cumulus Admin Port
nod-provider,8980,udp,Network of Devices Provider
nod-client,8981,udp,Network of Devices Client
sunwebadmins,8989,udp,Sun Web Server SSL Admin Service
http-wmap,8990,udp,webmail HTTP service
https-wmap,8991,udp,webmail HTTPS service
,8997,udp,Reserved
,8998,udp,Reserved
bctp,8999,udp,Brodos Crypto Trade Protocol
cslistener,9000,udp,CSlistener
etlservicemgr,9001,udp,ETL Service Manager
dynamid,9002,udp,DynamID authentication
,9005,udp,Reserved
ogs-client,9007,udp,Open Grid Services Client
,9008,udp,Reserved
pichat,9009,udp,Pichat Server
,9010,udp,Reserved
d-star,9011,udp,D-Star Routing digital voice+data for amateur radio
tambora,9020,udp,TAMBORA
panagolin-ident,9021,udp,Pangolin Identification
paragent,9022,udp,PrivateArk Remote Agent
swa-1,9023,udp,Secure Web Access - 1
swa-2,9024,udp,Secure Web Access - 2
swa-3,9025,udp,Secure Web Access - 3
swa-4,9026,udp,Secure Web Access - 4
,9050,udp,Reserved
,9051,udp,Reserved
CardWeb-RT,9060,udp,CardWeb realtime device data
glrpc,9080,udp,Groove GLRPC
cisco-aqos,9081,udp,Required for Adaptive Quality of Service
,9083,udp,Reserved
aurora,9084,udp,IBM AURORA Performance Visualizer
ibm-rsyscon,9085,udp,IBM Remote System Console
net2display,9086,udp,Vesa Net2Display
classic,9087,udp,Classic Data Server
sqlexec,9088,udp,IBM Informix SQL Interface
sqlexec-ssl,9089,udp,IBM Informix SQL Interface - Encrypted
websm,9090,udp,WebSM
xmltec-xmlmail,9091,udp,xmltec-xmlmail
XmlIpcRegSvc,9092,udp,Xml-Ipc Server Reg
,9093,udp,Reserved
hp-pdl-datastr,9100,udp,PDL Data Streaming Port
pdl-datastream,9100,udp,Printer PDL Data Stream
bacula-dir,9101,udp,Bacula Director
bacula-fd,9102,udp,Bacula File Daemon
bacula-sd,9103,udp,Bacula Storage Daemon
peerwire,9104,udp,PeerWire
xadmin,9105,udp,Xadmin Control Service
astergate-disc,9106,udp,Astergate Discovery Service
,9107,udp,Reserved
hexxorecore,9111,udp,"Multiple Purpose, Distributed Message Bus"
mxit,9119,udp,MXit Instant Messaging
,9122,udp,Reserved
,9123,udp,Reserved
dddp,9131,udp,Dynamic Device Discovery
apani1,9160,udp,apani1
apani2,9161,udp,apani2
apani3,9162,udp,apani3
apani4,9163,udp,apani4
apani5,9164,udp,apani5
sun-as-jpda,9191,udp,Sun AppSvr JPDA
wap-wsp,9200,udp,WAP connectionless session service
wap-wsp-wtp,9201,udp,WAP session service
wap-wsp-s,9202,udp,WAP secure connectionless session service
wap-wsp-wtp-s,9203,udp,WAP secure session service
wap-vcard,9204,udp,WAP vCard
wap-vcal,9205,udp,WAP vCal
wap-vcard-s,9206,udp,WAP vCard Secure
wap-vcal-s,9207,udp,WAP vCal Secure
rjcdb-vcards,9208,udp,rjcdb vCard
almobile-system,9209,udp,ALMobile System Service
oma-mlp,9210,udp,OMA Mobile Location Protocol
oma-mlp-s,9211,udp,OMA Mobile Location Protocol Secure
serverviewdbms,9212,udp,Server View dbms access
serverstart,9213,udp,ServerStart RemoteControl
ipdcesgbs,9214,udp,IPDC ESG BootstrapService
insis,9215,udp,Integrated Setup and Install Service
acme,9216,udp,Aionex Communication Management Engine
fsc-port,9217,udp,FSC Communication Port
teamcoherence,9222,udp,QSC Team Coherence
mon,9255,udp,Manager On Network
traingpsdata,9277,udp,GPS Data transmitted from train to ground network
pegasus,9278,udp,Pegasus GPS Platform
pegasus-ctl,9279,udp,Pegaus GPS System Control Interface
pgps,9280,udp,Predicted GPS
swtp-port1,9281,udp,SofaWare transport port 1
swtp-port2,9282,udp,SofaWare transport port 2
callwaveiam,9283,udp,CallWaveIAM
visd,9284,udp,VERITAS Information Serve
n2h2server,9285,udp,N2H2 Filter Service Port
n2receive,9286,udp,n2 monitoring receiver
cumulus,9287,udp,Cumulus
armtechdaemon,9292,udp,ArmTech Daemon
storview,9293,udp,StorView Client
armcenterhttp,9294,udp,ARMCenter http Service
armcenterhttps,9295,udp,ARMCenter https Service
vrace,9300,udp,Virtual Racing Service
,9306,udp,Reserved
,9310,udp,Reserved
,9312,udp,Reserved
secure-ts,9318,udp,PKIX TimeStamp over TLS
guibase,9321,udp,guibase
,9339,udp,Reserved
,9340,udp,Reserved
mpidcmgr,9343,udp,MpIdcMgr
mphlpdmc,9344,udp,Mphlpdmc
,9345,udp,Reserved
ctechlicensing,9346,udp,C Tech Licensing
fjdmimgr,9374,udp,fjdmimgr
boxp,9380,udp,Brivs! Open Extensible Protocol
,9387,udp,Reserved
,9388,udp,Reserved
,9389,udp,Reserved
,9390,udp,Reserved
fjinvmgr,9396,udp,fjinvmgr
mpidcagt,9397,udp,MpIdcAgt
sec-t4net-srv,9400,udp,Samsung Twain for Network Server
sec-t4net-clt,9401,udp,Samsung Twain for Network Client
sec-pc2fax-srv,9402,udp,Samsung PC2FAX for Network Server
git,9418,udp,git pack transfer service
tungsten-https,9443,udp,WSO2 Tungsten HTTPS
wso2esb-console,9444,udp,WSO2 ESB Administration Console HTTPS
,9445,udp,Reserved
sntlkeyssrvr,9450,udp,Sentinel Keys Server
ismserver,9500,udp,ismserver
sma-spw,9522,udp,SMA Speedwire
mngsuite,9535,udp,Management Suite Remote Control
laes-bf,9536,udp,Surveillance buffering function
trispen-sra,9555,udp,Trispen Secure Remote Access
,9559,udp,Reserved
ldgateway,9592,udp,LANDesk Gateway
cba8,9593,udp,LANDesk Management Agent (cba8)
msgsys,9594,udp,Message System
pds,9595,udp,Ping Discovery Service
mercury-disc,9596,udp,Mercury Discovery
pd-admin,9597,udp,PD Administration
vscp,9598,udp,Very Simple Ctrl Protocol
robix,9599,udp,Robix
micromuse-ncpw,9600,udp,MICROMUSE-NCPW
streamcomm-ds,9612,udp,StreamComm User Directory
,9614,udp,Reserved
,9616,udp,Reserved
,9617,udp,Reserved
condor,9618,udp,Condor Collector Service
odbcpathway,9628,udp,ODBC Pathway Service
uniport,9629,udp,UniPort SSO Controller
,9630,udp,Reserved
,9631,udp,Reserved
mc-comm,9632,udp,Mobile-C Communications
,9640,udp,Reserved
,9666,udp,Reserved
xmms2,9667,udp,Cross-platform Music Multiplexing System
tec5-sdctp,9668,udp,tec5 Spectral Device Control Protocol
client-wakeup,9694,udp,T-Mobile Client Wakeup Message
ccnx,9695,udp,Content Centric Networking
board-roar,9700,udp,Board M.I.T. Service
l5nas-parchan,9747,udp,L5NAS Parallel Channel
board-voip,9750,udp,Board M.I.T. Synchronous Collaboration
rasadv,9753,udp,rasadv
tungsten-http,9762,udp,WSO2 Tungsten HTTP
davsrc,9800,udp,WebDav Source Port
sstp-2,9801,udp,Sakura Script Transfer Protocol-2
davsrcs,9802,udp,WebDAV Source TLS/SSL
sapv1,9875,udp,Session Announcement v1
,9877,udp,Reserved
kca-service,9878,udp,The KX509 Kerberized Certificate Issuance Protocol in Use in 2012
cyborg-systems,9888,udp,CYBORG Systems
gt-proxy,9889,udp,Port for Cable network related data proxy or repeater
monkeycom,9898,udp,MonkeyCom
sctp-tunneling,9899,udp,SCTP TUNNELING
iua,9900,udp,IUA
enrp,9901,udp,enrp server channel
multicast-ping,9903,udp,Multicast Ping Protocol
domaintime,9909,udp,domaintime
sype-transport,9911,udp,SYPECom Transport Protocol
,9925,udp,Reserved
apc-9950,9950,udp,APC 9950
apc-9951,9951,udp,APC 9951
apc-9952,9952,udp,APC 9952
acis,9953,udp,9953
,9954,udp,Reserved
alljoyn-mcm,9955,udp,Contact Port for AllJoyn multiplexed constrained messaging
alljoyn,9956,udp,Alljoyn Name Service
odnsp,9966,udp,OKI Data Network Setting Protocol
,9978,udp,Reserved
,9979,udp,Reserved
,9981,udp,Reserved
dsm-scm-target,9987,udp,DSM/SCM Target Interface
,9988,udp,Reserved
osm-appsrvr,9990,udp,OSM Applet Server
osm-oev,9991,udp,OSM Event Server
palace-1,9992,udp,OnLive-1
palace-2,9993,udp,OnLive-2
palace-3,9994,udp,OnLive-3
palace-4,9995,udp,Palace-4
palace-5,9996,udp,Palace-5
palace-6,9997,udp,Palace-6
distinct32,9998,udp,Distinct32
distinct,9999,udp,distinct
ndmp,10000,udp,Network Data Management Protocol
scp-config,10001,udp,SCP Configuration
documentum,10002,udp,EMC-Documentum Content Server Product
documentum-s,10003,udp,"EMC-Documentum Content Server Product IANA assigned this well-formed service name as a replacement for ""documentum_s""."
documentum_s,10003,udp,EMC-Documentum Content Server Product
,10004,udp,Reserved
,10005,udp,Reserved
,10006,udp,Reserved
mvs-capacity,10007,udp,MVS Capacity
octopus,10008,udp,Octopus Multiplexer
swdtp-sv,10009,udp,Systemwalker Desktop Patrol
,10010,udp,Reserved
,10020,udp,Reserved
cefd-vmp,10023,udp,Comtech EF-Data's Vipersat Management Protocol
zabbix-agent,10050,udp,Zabbix Agent
zabbix-trapper,10051,udp,Zabbix Trapper
,10055,udp,Reserved
amanda,10080,udp,Amanda
famdc,10081,udp,FAM Archive Server
itap-ddtp,10100,udp,VERITAS ITAP DDTP
ezmeeting-2,10101,udp,eZmeeting
ezproxy-2,10102,udp,eZproxy
ezrelay,10103,udp,eZrelay
swdtp,10104,udp,Systemwalker Desktop Patrol
bctp-server,10107,udp,"VERITAS BCTP, server"
nmea-0183,10110,udp,NMEA-0183 Navigational Data
nmea-onenet,10111,udp,NMEA OneNet multicast messaging
netiq-endpoint,10113,udp,NetIQ Endpoint
netiq-qcheck,10114,udp,NetIQ Qcheck
netiq-endpt,10115,udp,NetIQ Endpoint
netiq-voipa,10116,udp,NetIQ VoIP Assessor
iqrm,10117,udp,NetIQ IQCResource Managament Svc
,10125,udp,Reserved
bmc-perf-sd,10128,udp,BMC-PERFORM-SERVICE DAEMON
,10129,udp,Reserved
qb-db-server,10160,udp,QB Database Server
snmpdtls,10161,udp,SNMP-DTLS
snmpdtls-trap,10162,udp,SNMP-Trap-DTLS
trisoap,10200,udp,Trigence AE Soap Service
rscs,10201,udp,Remote Server Control and Test Service
apollo-relay,10252,udp,Apollo Relay Port
eapol-relay,10253,udp,Relay of EAPOL frames
axis-wimp-port,10260,udp,Axis WIMP Port
,10261,udp,Reserved
blocks,10288,udp,Blocks
,10321,udp,Reserved
bngsync,10439,udp,BalanceNG session table synchronization protocol
,10443,udp,Reserved
hip-nat-t,10500,udp,HIP NAT-Traversal
MOS-lower,10540,udp,MOS Media Object Metadata Port
MOS-upper,10541,udp,MOS Running Order Port
MOS-aux,10542,udp,MOS Low Priority Port
MOS-soap,10543,udp,MOS SOAP Default Port
MOS-soap-opt,10544,udp,MOS SOAP Optional Port
,10548,udp,Reserved
,10631,udp,Reserved
gap,10800,udp,Gestor de Acaparamiento para Pocket PCs
lpdg,10805,udp,LUCIA Pareja Data Group
,10809,udp,Reserved
nmc-disc,10810,udp,Nuance Mobile Care Discovery
helix,10860,udp,Helix Client/Server
bveapi,10880,udp,BVEssentials HTTP API
,10933,udp,Reserved
rmiaux,10990,udp,Auxiliary RMI Port
irisa,11000,udp,IRISA
metasys,11001,udp,Metasys
weave,11095,udp,Nest device-to-device and device-to-service application protocol
,11103,udp,Reserved
,11104,udp,Reserved
,11105,udp,Reserved
sgi-lk,11106,udp,SGI LK Licensing service
myq-termlink,11108,udp,Hardware Terminals Discovery and Low-Level Communication Protocol
,11109,udp,Reserved
,11110,udp,Reserved
vce,11111,udp,Viral Computing Environment (VCE)
dicom,11112,udp,DICOM
suncacao-snmp,11161,udp,sun cacao snmp access point
suncacao-jmxmp,11162,udp,sun cacao JMX-remoting access point
suncacao-rmi,11163,udp,sun cacao rmi registry access point
suncacao-csa,11164,udp,sun cacao command-streaming access point
suncacao-websvc,11165,udp,sun cacao web service access point
snss,11171,udp,Surgical Notes Security Service Discovery (SNSS)
,11172,udp,Reserved
,11173,udp,Reserved
,11174,udp,Reserved
,11175,udp,Reserved
smsqp,11201,udp,smsqp
,11202,udp,Reserved
wifree,11208,udp,WiFree Service
memcache,11211,udp,Memory cache service
,11235,udp,Reserved
imip,11319,udp,IMIP
imip-channels,11320,udp,IMIP Channels Port
arena-server,11321,udp,Arena Server Listen
atm-uhas,11367,udp,ATM UHAS
hkp,11371,udp,OpenPGP HTTP Keyserver
lsdp,11430,udp,Lenbrook Service Discovery Protocol
,11489,udp,Reserved
tempest-port,11600,udp,Tempest Protocol Port
,11623,udp,Reserved
h323callsigalt,11720,udp,H.323 Call Control Signalling Alternate
emc-xsw-dcache,11723,udp,EMC XtremSW distributed cache
intrepid-ssl,11751,udp,Intrepid SSL
lanschool-mpt,11796,udp,Lanschool Multipoint
xoraya,11876,udp,X2E Xoraya Multichannel protocol
x2e-disc,11877,udp,X2E service discovery protocol
sysinfo-sp,11967,udp,SysInfo Service Protocol
,11971,udp,Reserved
entextxid,12000,udp,IBM Enterprise Extender SNA XID Exchange
entextnetwk,12001,udp,IBM Enterprise Extender SNA COS Network Priority
entexthigh,12002,udp,IBM Enterprise Extender SNA COS High Priority
entextmed,12003,udp,IBM Enterprise Extender SNA COS Medium Priority
entextlow,12004,udp,IBM Enterprise Extender SNA COS Low Priority
dbisamserver1,12005,udp,DBISAM Database Server - Regular
dbisamserver2,12006,udp,DBISAM Database Server - Admin
accuracer,12007,udp,Accuracer Database System Server
accuracer-dbms,12008,udp,Accuracer Database System Admin
ghvpn,12009,udp,Green Hills VPN
,12010,udp,Reserved
vipera,12012,udp,Vipera Messaging Service
vipera-ssl,12013,udp,Vipera Messaging Service over SSL Communication
rets-ssl,12109,udp,RETS over SSL
nupaper-ss,12121,udp,NuPaper Session Service
cawas,12168,udp,CA Web Access Service
hivep,12172,udp,HiveP
linogridengine,12300,udp,LinoGrid Engine
,12302,udp,Reserved
warehouse-sss,12321,udp,Warehouse Monitoring Syst SSS
warehouse,12322,udp,Warehouse Monitoring Syst
italk,12345,udp,Italk Chat System
tsaf,12753,udp,tsaf port
,12865,udp,Reserved
i-zipqd,13160,udp,I-ZIPQD
bcslogc,13216,udp,Black Crow Software application logging
rs-pias,13217,udp,R&S Proxy Installation Assistant Service
emc-vcas-udp,13218,udp,EMV Virtual CAS Service Discovery
powwow-client,13223,udp,PowWow Client
powwow-server,13224,udp,PowWow Server
doip-disc,13400,udp,DoIP Discovery
bprd,13720,udp,BPRD Protocol (VERITAS NetBackup)
bpdbm,13721,udp,BPDBM Protocol (VERITAS NetBackup)
bpjava-msvc,13722,udp,BP Java MSVC Protocol
vnetd,13724,udp,Veritas Network Utility
bpcd,13782,udp,VERITAS NetBackup
vopied,13783,udp,VOPIED Protocol
nbdb,13785,udp,NetBackup Database
nomdb,13786,udp,Veritas-nomdb
dsmcc-config,13818,udp,DSMCC Config
dsmcc-session,13819,udp,DSMCC Session Messages
dsmcc-passthru,13820,udp,DSMCC Pass-Thru Messages
dsmcc-download,13821,udp,DSMCC Download Protocol
dsmcc-ccp,13822,udp,DSMCC Channel Change Protocol
,13823,udp,Reserved
ucontrol,13894,udp,Ultimate Control communication protocol
dta-systems,13929,udp,D-TA SYSTEMS
,13930,udp,Reserved
scotty-ft,14000,udp,SCOTTY High-Speed Filetransfer
sua,14001,udp,De-Registered
scotty-disc,14002,udp,Discovery of a SCOTTY hardware codec board
sage-best-com1,14033,udp,sage Best! Config Server 1
sage-best-com2,14034,udp,sage Best! Config Server 2
vcs-app,14141,udp,VCS Application
icpp,14142,udp,IceWall Cert Protocol
,14143,udp,Reserved
gcm-app,14145,udp,GCM Application
vrts-tdd,14149,udp,Veritas Traffic Director
,14150,udp,Reserved
vad,14154,udp,Veritas Application Director
cps,14250,udp,Fencing Server
ca-web-update,14414,udp,CA eTrust Web Update Service
,14500,udp,Reserved
hde-lcesrvr-1,14936,udp,hde-lcesrvr-1
