Service,Port,Protocol,Description
zsecure,7173,tcp,zSecure Server
clutild,7174,tcp,Clutild
,7181,tcp,Reserved
fodms,7200,tcp,FODMS FLIP
dlip,7201,tcp,DLIP
pon-ictp,7202,tcp,"Inter-Channel Termination Protocol (ICTP) for multi-wavelength PON
    (Passive Optical Network) systems"
PS-Server,7215,tcp,Communication ports for PaperStream Server services
PS-Capture-Pro,7216,tcp,PaperStream Capture Professional
ramp,7227,tcp,Registry A & M Protocol
citrixupp,7228,tcp,Citrix Universal Printing Port
citrixuppg,7229,tcp,Citrix UPP Gateway
asa-gateways,7234,tcp,Traffic forwarding for Okta cloud infra
,7235,tcp,Reserved
display,7236,tcp,Wi-Fi Alliance Wi-Fi Display Protocol
pads,7237,tcp,PADS (Public Area Display System) Server
frc-hicp,7244,tcp,FrontRow Calypso Human Interface Control Protocol
cnap,7262,tcp,Calypso Network Access Protocol
watchme-7272,7272,tcp,WatchMe Monitoring 7272
oma-rlp,7273,tcp,OMA Roaming Location
oma-rlp-s,7274,tcp,OMA Roaming Location SEC
oma-ulp,7275,tcp,OMA UserPlane Location
oma-ilp,7276,tcp,OMA Internal Location Protocol
oma-ilp-s,7277,tcp,OMA Internal Location Secure Protocol
oma-dcdocbs,7278,tcp,OMA Dynamic Content Delivery over CBS
ctxlic,7279,tcp,Citrix Licensing
itactionserver1,7280,tcp,ITACTIONSERVER 1
itactionserver2,7281,tcp,ITACTIONSERVER 2
mzca-action,7282,tcp,eventACTION/ussACTION (MZCA) server
genstat,7283,tcp,General Statistics Rendezvous Protocol
lcm-server,7365,tcp,LifeKeeper Communications
mindfilesys,7391,tcp,mind-file system server
mrssrendezvous,7392,tcp,mrss-rendezvous server
nfoldman,7393,tcp,nFoldMan Remote Publish
fse,7394,tcp,File system export of backup images
winqedit,7395,tcp,winqedit
hexarc,7397,tcp,Hexarc Command Language
rtps-discovery,7400,tcp,RTPS Discovery
rtps-dd-ut,7401,tcp,RTPS Data-Distribution User-Traffic
rtps-dd-mt,7402,tcp,RTPS Data-Distribution Meta-Traffic
ionixnetmon,7410,tcp,Ionix Network Monitor
daqstream,7411,tcp,Streaming of measurement data
,7420,tcp,Reserved
mtportmon,7421,tcp,Matisse Port Monitor
pmdmgr,7426,tcp,OpenView DM Postmaster Manager
oveadmgr,7427,tcp,OpenView DM Event Agent Manager
ovladmgr,7428,tcp,OpenView DM Log Agent Manager
opi-sock,7429,tcp,OpenView DM rqt communication
xmpv7,7430,tcp,OpenView DM xmpv7 api pipe
pmd,7431,tcp,OpenView DM ovc/xmpv3 api pipe
faximum,7437,tcp,Faximum
oracleas-https,7443,tcp,Oracle Application Server HTTPS
sttunnel,7471,tcp,Stateless Transport Tunneling Protocol
rise,7473,tcp,Rise: The Vieneo Province
neo4j,7474,tcp,Neo4j Graph Database
openit,7478,tcp,IT Asset Management
telops-lmd,7491,tcp,telops-lmd
silhouette,7500,tcp,Silhouette User
ovbus,7501,tcp,HP OpenView Bus Daemon
adcp,7508,tcp,Automation Device Configuration Protocol
acplt,7509,tcp,ACPLT - process automation service
ovhpas,7510,tcp,HP OpenView Application Server
pafec-lm,7511,tcp,pafec-lm
saratoga,7542,tcp,Saratoga Transfer Protocol
atul,7543,tcp,atul server
nta-ds,7544,tcp,FlowAnalyzer DisplayServer
nta-us,7545,tcp,FlowAnalyzer UtilityServer
cfs,7546,tcp,Cisco Fabric service
cwmp,7547,tcp,Broadband Forum CWMP
tidp,7548,tcp,Threat Information Distribution Protocol
nls-tl,7549,tcp,Network Layer Signaling Transport Layer
,7550,tcp,Reserved
controlone-con,7551,tcp,ControlONE Console signaling
sncp,7560,tcp,Sniffer Command Protocol
cfw,7563,tcp,Control Framework
vsi-omega,7566,tcp,VSI Omega
dell-eql-asm,7569,tcp,Dell EqualLogic Host Group Management
aries-kfinder,7570,tcp,Aries Kfinder
coherence,7574,tcp,Oracle Coherence Cluster Service
sun-lm,7588,tcp,Sun License Manager
mipi-debug,7606,tcp,MIPI Alliance Debug
indi,7624,tcp,Instrument Neutral Distributed Interface
simco,7626,tcp,SImple Middlebox COnfiguration (SIMCO) Server
soap-http,7627,tcp,SOAP Service Port
zen-pawn,7628,tcp,Primary Agent Work Notification
xdas,7629,tcp,OpenXDAS Wire Protocol
hawk,7630,tcp,HA Web Konsole
tesla-sys-msg,7631,tcp,TESLA System Messaging
pmdfmgt,7633,tcp,PMDF Management
cuseeme,7648,tcp,bonjour-cuseeme
rome,7663,tcp,Proprietary immutable distributed data storage
imqstomp,7672,tcp,iMQ STOMP Server
imqstomps,7673,tcp,iMQ STOMP Server over SSL
imqtunnels,7674,tcp,iMQ SSL tunnel
imqtunnel,7675,tcp,iMQ Tunnel
imqbrokerd,7676,tcp,iMQ Broker Rendezvous
sun-user-https,7677,tcp,Sun App Server - HTTPS
ms-do,7680,tcp,Microsoft Delivery Optimization Peer-to-Peer
dmt,7683,tcp,Cleondris DMT
bolt,7687,tcp,Bolt database connection
collaber,7689,tcp,Collaber Network Service
klio,7697,tcp,KLIO communications
em7-secom,7700,tcp,EM7 Secure Communications
,7701,tcp,Reserved
sync-em7,7707,tcp,EM7 Dynamic Updates
scinet,7708,tcp,scientia.net
medimageportal,7720,tcp,MedImage Portal
nsdeepfreezectl,7724,tcp,Novell Snap-in Deep Freeze Control
nitrogen,7725,tcp,Nitrogen Service
freezexservice,7726,tcp,FreezeX Console Service
trident-data,7727,tcp,Trident Systems Data
osvr,7728,tcp,Open-Source Virtual Reality
smip,7734,tcp,Smith Protocol over IP
aiagent,7738,tcp,HP Enterprise Discovery Agent
scriptview,7741,tcp,ScriptView Network
msss,7742,tcp,Mugginsoft Script Server Service
sstp-1,7743,tcp,Sakura Script Transfer Protocol
raqmon-pdu,7744,tcp,RAQMON PDU
prgp,7747,tcp,Put/Run/Get Protocol
inetfs,7775,tcp,A File System using TLS over a wide area network
cbt,7777,tcp,cbt
interwise,7778,tcp,Interwise
vstat,7779,tcp,VSTAT
accu-lmgr,7781,tcp,accu-lmgr
,7784,tcp,Reserved
minivend,7786,tcp,MINIVEND
popup-reminders,7787,tcp,Popup Reminders Receive
office-tools,7789,tcp,Office Tools Pro Receive
q3ade,7794,tcp,Q3ADE Cluster Service
pnet-conn,7797,tcp,Propel Connector port
pnet-enc,7798,tcp,Propel Encoder port
altbsdp,7799,tcp,Alternate BSDP Service
asr,7800,tcp,Apple Software Restore
ssp-client,7801,tcp,Secure Server Protocol - client
,7802,tcp,Reserved
rbt-wanopt,7810,tcp,Riverbed WAN Optimization Protocol
apc-7845,7845,tcp,APC 7845
apc-7846,7846,tcp,APC 7846
csoauth,7847,tcp,A product key authentication protocol made by CSO
mobileanalyzer,7869,tcp,MobileAnalyzer& MobileMonitor
rbt-smc,7870,tcp,Riverbed Steelhead Mobile Service
mdm,7871,tcp,Mobile Device Management
,7872,tcp,Reserved
owms,7878,tcp,Opswise Message Service
pss,7880,tcp,Pearson
ubroker,7887,tcp,Universal Broker
mevent,7900,tcp,Multicast Event
tnos-sp,7901,tcp,TNOS Service Protocol
tnos-dp,7902,tcp,TNOS shell Protocol
tnos-dps,7903,tcp,TNOS Secure DiaguardProtocol
qo-secure,7913,tcp,QuickObjects secure port
t2-drm,7932,tcp,Tier 2 Data Resource Manager
t2-brm,7933,tcp,Tier 2 Business Rules Manager
generalsync,7962,tcp,"Encrypted, extendable, general-purpose synchronization protocol"
supercell,7967,tcp,Supercell
micromuse-ncps,7979,tcp,Micromuse-ncps
quest-vista,7980,tcp,Quest Vista
sossd-collect,7981,tcp,Spotlight on SQL Server Desktop Collect
sossd-agent,7982,tcp,Spotlight on SQL Server Desktop Agent
pushns,7997,tcp,PUSH Notification Service
,7998,tcp,Reserved
irdmi2,7999,tcp,iRDMI2
irdmi,8000,tcp,iRDMI
vcom-tunnel,8001,tcp,VCOM Tunnel
teradataordbms,8002,tcp,Teradata ORDBMS
mcreport,8003,tcp,Mulberry Connect Reporting Service
p2pevolvenet,8004,tcp,Opensource Evolv Enterprise Platform P2P Network Node Connection Protocol
mxi,8005,tcp,MXI Generation II for z/OS
wpl-analytics,8006,tcp,World Programming analytics
warppipe,8007,tcp,I/O oriented cluster computing software
http-alt,8008,tcp,HTTP Alternate
nvme-disc,8009,tcp,NVMe over Fabrics Discovery Service
cfg-cloud,8015,tcp,Configuration Cloud Service
ads-s,8016,tcp,Beckhoff Automation Device Specification
,8017,tcp,Reserved
qbdb,8019,tcp,QB DB Dynamic Port
intu-ec-svcdisc,8020,tcp,Intuit Entitlement Service and Discovery
intu-ec-client,8021,tcp,Intuit Entitlement Client
oa-system,8022,tcp,oa-system
arca-api,8023,tcp,ARCATrust vault API
ca-audit-da,8025,tcp,CA Audit Distribution Agent
ca-audit-ds,8026,tcp,CA Audit Distribution Server
papachi-p2p-srv,8027,tcp,peer tracker and data relay service
pro-ed,8032,tcp,ProEd
mindprint,8033,tcp,MindPrint
vantronix-mgmt,8034,tcp,.vantronix Management
ampify,8040,tcp,Ampify Messaging Protocol
enguity-xccetp,8041,tcp,Xcorpeon ASIC Carrier Ethernet Transport
fs-agent,8042,tcp,FireScope Agent
fs-server,8043,tcp,FireScope Server
fs-mgmt,8044,tcp,FireScope Management Interface
rocrail,8051,tcp,Rocrail Client Service
senomix01,8052,tcp,Senomix Timesheets Server
senomix02,8053,tcp,Senomix Timesheets Client [1 year assignment]
senomix03,8054,tcp,Senomix Timesheets Server [1 year assignment]
senomix04,8055,tcp,Senomix Timesheets Server [1 year assignment]
senomix05,8056,tcp,Senomix Timesheets Server [1 year assignment]
senomix06,8057,tcp,Senomix Timesheets Client [1 year assignment]
senomix07,8058,tcp,Senomix Timesheets Client [1 year assignment]
senomix08,8059,tcp,Senomix Timesheets Client [1 year assignment]
,8060,tcp,Reserved
toad-bi-appsrvr,8066,tcp,Toad BI Application Server
infi-async,8067,tcp,Infinidat async replication
ucs-isc,8070,tcp,Oracle Unified Communication Suite's Indexed Search Converter
gadugadu,8074,tcp,Gadu-Gadu
mles,8077,tcp,Mles is a client-server data distribution protocol targeted to serve as a lightweight and reliable distributed publish/subscribe database service.
http-alt,8080,tcp,HTTP Alternate (see port 80)
sunproxyadmin,8081,tcp,Sun Proxy Admin Service
us-cli,8082,tcp,Utilistor (Client)
us-srv,8083,tcp,Utilistor (Server)
websnp,8084,tcp,Snarl Network Protocol over HTTP
d-s-n,8086,tcp,Distributed SCADA Networking Rendezvous Port
simplifymedia,8087,tcp,Simplify Media SPP Protocol
radan-http,8088,tcp,Radan HTTP
opsmessaging,8090,tcp,Vehicle to station messaging
jamlink,8091,tcp,Jam Link Framework
sac,8097,tcp,SAC Port Id
xprint-server,8100,tcp,Xprint Server
ldoms-migr,8101,tcp,Logical Domains Migration
kz-migr,8102,tcp,Oracle Kernel zones migration server
,8111,tcp,Reserved
mtl8000-matrix,8115,tcp,MTL8000 Matrix
cp-cluster,8116,tcp,Check Point Clustering
purityrpc,8117,tcp,Purity replication clustering and remote management
privoxy,8118,tcp,Privoxy HTTP proxy
apollo-data,8121,tcp,Apollo Data Port
apollo-admin,8122,tcp,Apollo Admin Port
paycash-online,8128,tcp,PayCash Online Protocol
paycash-wbp,8129,tcp,PayCash Wallet-Browser
indigo-vrmi,8130,tcp,INDIGO-VRMI
indigo-vbcp,8131,tcp,INDIGO-VBCP
dbabble,8132,tcp,dbabble
puppet,8140,tcp,The Puppet master service
isdd,8148,tcp,i-SDD file transfer
,8149,tcp,Reserved
quantastor,8153,tcp,QuantaStor Management Interface
patrol,8160,tcp,Patrol
patrol-snmp,8161,tcp,Patrol SNMP
lpar2rrd,8162,tcp,LPAR2RRD client server communication
intermapper,8181,tcp,Intermapper network management system
vmware-fdm,8182,tcp,VMware Fault Domain Manager
proremote,8183,tcp,ProRemote
itach,8184,tcp,Remote iTach Connection
gcp-rphy,8190,tcp,Generic control plane for RPHY
limnerpressure,8191,tcp,Limner Pressure
spytechphone,8192,tcp,SpyTech Phone Service
blp1,8194,tcp,Bloomberg data API
blp2,8195,tcp,Bloomberg feed
vvr-data,8199,tcp,VVR DATA
trivnet1,8200,tcp,TRIVNET
trivnet2,8201,tcp,TRIVNET
,8202,tcp,Reserved
lm-perfworks,8204,tcp,LM Perfworks
lm-instmgr,8205,tcp,LM Instmgr
lm-dta,8206,tcp,LM Dta
lm-sserver,8207,tcp,LM SServer
lm-webwatcher,8208,tcp,LM Webwatcher
,8211,tcp,Reserved
rexecj,8230,tcp,RexecJ Server
,8231,tcp,Reserved
,8232,tcp,Reserved
synapse-nhttps,8243,tcp,Synapse Non Blocking HTTPS
,8266,tcp,Reserved
robot-remote,8270,tcp,Robot Framework Remote Library Interface
ms-mcc,8276,tcp,Microsoft Connected Cache
synapse-nhttp,8280,tcp,Synapse Non Blocking HTTP
libelle,8282,tcp,Libelle EnterpriseBus
blp3,8292,tcp,Bloomberg professional
hiperscan-id,8293,tcp,Hiperscan Identification Service
blp4,8294,tcp,Bloomberg intelligent client
tmi,8300,tcp,Transport Management Interface
amberon,8301,tcp,Amberon PPC/PPS
hub-open-net,8313,tcp,Hub Open Network
tnp-discover,8320,tcp,Thin(ium) Network Protocol
tnp,8321,tcp,Thin(ium) Network Protocol
garmin-marine,8322,tcp,Garmin Marine
server-find,8351,tcp,Server Find
cruise-enum,8376,tcp,Cruise ENUM
cruise-swroute,8377,tcp,Cruise SWROUTE
cruise-config,8378,tcp,Cruise CONFIG
cruise-diags,8379,tcp,Cruise DIAGS
cruise-update,8380,tcp,Cruise UPDATE
m2mservices,8383,tcp,M2m Services
,8384,tcp,Reserved
cvd,8400,tcp,cvd
sabarsd,8401,tcp,sabarsd
abarsd,8402,tcp,abarsd
admind,8403,tcp,admind
svcloud,8404,tcp,SuperVault Cloud
svbackup,8405,tcp,SuperVault Backup
dlpx-sp,8415,tcp,Delphix Session Protocol
espeech,8416,tcp,eSpeech Session Protocol
espeech-rtp,8417,tcp,eSpeech RTP Protocol
aritts,8423,tcp,Aristech text-to-speech server
pgbackrest,8432,tcp,PostgreSQL Backup
cybro-a-bus,8442,tcp,CyBro A-bus Protocol
pcsync-https,8443,tcp,PCsync HTTPS
pcsync-http,8444,tcp,PCsync HTTP
copy,8445,tcp,Port for copy peer sync feature
npmp,8450,tcp,npmp
nexentamv,8457,tcp,Nexenta Management GUI
cisco-avp,8470,tcp,Cisco Address Validation Protocol
pim-port,8471,tcp,PIM over Reliable Transport
otv,8472,tcp,Overlay Transport Virtualization (OTV)
vp2p,8473,tcp,Virtual Point to Point
noteshare,8474,tcp,AquaMinds NoteShare
fmtp,8500,tcp,Flight Message Transfer Protocol
cmtp-mgt,8501,tcp,CYTEL Message Transfer Management
ftnmtp,8502,tcp,FTN Message Transfer Protocol
,8503,tcp,Reserved
rtsp-alt,8554,tcp,RTSP Alternate (see port 554)
d-fence,8555,tcp,SYMAX D-FENCE
dof-tunnel,8567,tcp,DOF Tunneling Protocol
asterix,8600,tcp,Surveillance Data
,8609,tcp,Reserved
canon-mfnp,8610,tcp,Canon MFNP Service
canon-bjnp1,8611,tcp,Canon BJNP Port 1
canon-bjnp2,8612,tcp,Canon BJNP Port 2
canon-bjnp3,8613,tcp,Canon BJNP Port 3
canon-bjnp4,8614,tcp,Canon BJNP Port 4
imink,8615,tcp,Imink Service Control
monetra,8665,tcp,Monetra
monetra-admin,8666,tcp,Monetra Administrative Access
msi-cps-rm,8675,tcp,Motorola Solutions Customer Programming Software for Radio Management
sun-as-jmxrmi,8686,tcp,Sun App Server - JMX/RMI
openremote-ctrl,8688,tcp,OpenRemote Controller HTTP/REST
vnyx,8699,tcp,VNYX Primary Port
semi-grpc,8710,tcp,gRPC for SEMI Standards implementations
nvc,8711,tcp,Nuance Voice Control
,8732,tcp,Reserved
ibus,8733,tcp,iBus
dey-keyneg,8750,tcp,DEY Storage Key Negotiation
mc-appserver,8763,tcp,MC-APPSERVER
openqueue,8764,tcp,OPENQUEUE
ultraseek-http,8765,tcp,Ultraseek HTTP
amcs,8766,tcp,Agilent Connectivity Service
core-of-source,8767,tcp,Online mobile multiplayer game
sandpolis,8768,tcp,Sandpolis Server
oktaauthenticat,8769,tcp,Okta MultiPlatform Access Mgmt for Cloud Svcs
dpap,8770,tcp,Digital Photo Access Protocol (iPhoto)
uec,8778,tcp,Stonebranch Universal Enterprise Controller
msgclnt,8786,tcp,Message Client
msgsrvr,8787,tcp,Message Server
acd-pm,8793,tcp,Accedian Performance Measurement
sunwebadmin,8800,tcp,Sun Web Server Admin Service
truecm,8804,tcp,truecm
,8805,tcp,Reserved
,8807,tcp,Reserved
,8808,tcp,Reserved
,8809,tcp,Reserved
dxspider,8873,tcp,dxspider linking protocol
cddbp-alt,8880,tcp,CDDBP
galaxy4d,8881,tcp,Galaxy4D Online Game Engine
secure-mqtt,8883,tcp,Secure MQTT
ddi-tcp-1,8888,tcp,NewsEDGE server TCP (TCP 1)
ddi-tcp-2,8889,tcp,Desktop Data TCP 1
ddi-tcp-3,8890,tcp,Desktop Data TCP 2
ddi-tcp-4,8891,tcp,Desktop Data TCP 3: NESS application
ddi-tcp-5,8892,tcp,Desktop Data TCP 4: FARM product
ddi-tcp-6,8893,tcp,Desktop Data TCP 5: NewsEDGE/Web application
ddi-tcp-7,8894,tcp,Desktop Data TCP 6: COAL application
ospf-lite,8899,tcp,ospf-lite
jmb-cds1,8900,tcp,JMB-CDS 1
jmb-cds2,8901,tcp,JMB-CDS 2
dpp,8908,tcp,WFA Device Provisioning Protocol
manyone-http,8910,tcp,manyone-http
manyone-xml,8911,tcp,manyone-xml
wcbackup,8912,tcp,Windows Client Backup
dragonfly,8913,tcp,Dragonfly System Service
twds,8937,tcp,Transaction Warehouse Data Service
ub-dns-control,8953,tcp,unbound dns nameserver control
cumulus-admin,8954,tcp,Cumulus Admin Port
nod-provider,8980,tcp,Network of Devices Provider
,8981,tcp,Reserved
sunwebadmins,8989,tcp,Sun Web Server SSL Admin Service
http-wmap,8990,tcp,webmail HTTP service
https-wmap,8991,tcp,webmail HTTPS service
oracle-ms-ens,8997,tcp,Oracle Messaging Server Event Notification Service
canto-roboflow,8998,tcp,Canto RoboFlow Control
bctp,8999,tcp,Brodos Crypto Trade Protocol
cslistener,9000,tcp,CSlistener
etlservicemgr,9001,tcp,ETL Service Manager
dynamid,9002,tcp,DynamID authentication
golem,9005,tcp,Golem Inter-System RPC
,9007,tcp,Reserved
ogs-server,9008,tcp,Open Grid Services Server
pichat,9009,tcp,Pichat Server
sdr,9010,tcp,Secure Data Replicator Protocol
,9011,tcp,Reserved
tambora,9020,tcp,TAMBORA
panagolin-ident,9021,tcp,Pangolin Identification
paragent,9022,tcp,PrivateArk Remote Agent
swa-1,9023,tcp,Secure Web Access - 1
swa-2,9024,tcp,Secure Web Access - 2
swa-3,9025,tcp,Secure Web Access - 3
swa-4,9026,tcp,Secure Web Access - 4
versiera,9050,tcp,Versiera Agent Listener
fio-cmgmt,9051,tcp,Fusion-io Central Manager Service
CardWeb-IO,9060,tcp,CardWeb request-response I/O exchange
glrpc,9080,tcp,Groove GLRPC
,9081,tcp,Reserved
emc-pp-mgmtsvc,9083,tcp,EMC PowerPath Mgmt Service
aurora,9084,tcp,IBM AURORA Performance Visualizer
ibm-rsyscon,9085,tcp,IBM Remote System Console
net2display,9086,tcp,Vesa Net2Display
classic,9087,tcp,Classic Data Server
sqlexec,9088,tcp,IBM Informix SQL Interface
sqlexec-ssl,9089,tcp,IBM Informix SQL Interface - Encrypted
websm,9090,tcp,WebSM
xmltec-xmlmail,9091,tcp,xmltec-xmlmail
XmlIpcRegSvc,9092,tcp,Xml-Ipc Server Reg
copycat,9093,tcp,Copycat database replication service
hp-pdl-datastr,9100,tcp,PDL Data Streaming Port
pdl-datastream,9100,tcp,Printer PDL Data Stream
bacula-dir,9101,tcp,Bacula Director
bacula-fd,9102,tcp,Bacula File Daemon
bacula-sd,9103,tcp,Bacula Storage Daemon
peerwire,9104,tcp,PeerWire
xadmin,9105,tcp,Xadmin Control Service
astergate,9106,tcp,Astergate Control Service
astergatefax,9107,tcp,AstergateFax Control Service
hexxorecore,9111,tcp,"Multiple Purpose, Distributed Message Bus"
mxit,9119,tcp,MXit Instant Messaging
grcmp,9122,tcp,Global Relay compliant mobile instant messaging protocol
grcp,9123,tcp,Global Relay compliant instant messaging protocol
dddp,9131,tcp,Dynamic Device Discovery
apani1,9160,tcp,apani1
apani2,9161,tcp,apani2
apani3,9162,tcp,apani3
apani4,9163,tcp,apani4
apani5,9164,tcp,apani5
sun-as-jpda,9191,tcp,Sun AppSvr JPDA
wap-wsp,9200,tcp,WAP connectionless session service
wap-wsp-wtp,9201,tcp,WAP session service
wap-wsp-s,9202,tcp,WAP secure connectionless session service
wap-wsp-wtp-s,9203,tcp,WAP secure session service
wap-vcard,9204,tcp,WAP vCard
wap-vcal,9205,tcp,WAP vCal
wap-vcard-s,9206,tcp,WAP vCard Secure
wap-vcal-s,9207,tcp,WAP vCal Secure
rjcdb-vcards,9208,tcp,rjcdb vCard
almobile-system,9209,tcp,ALMobile System Service
oma-mlp,9210,tcp,OMA Mobile Location Protocol
oma-mlp-s,9211,tcp,OMA Mobile Location Protocol Secure
serverviewdbms,9212,tcp,Server View dbms access
serverstart,9213,tcp,ServerStart RemoteControl
ipdcesgbs,9214,tcp,IPDC ESG BootstrapService
insis,9215,tcp,Integrated Setup and Install Service
acme,9216,tcp,Aionex Communication Management Engine
fsc-port,9217,tcp,FSC Communication Port
teamcoherence,9222,tcp,QSC Team Coherence
mon,9255,tcp,Manager On Network
,9277,tcp,Reserved
pegasus,9278,tcp,Pegasus GPS Platform
pegasus-ctl,9279,tcp,Pegaus GPS System Control Interface
pgps,9280,tcp,Predicted GPS
swtp-port1,9281,tcp,SofaWare transport port 1
swtp-port2,9282,tcp,SofaWare transport port 2
callwaveiam,9283,tcp,CallWaveIAM
visd,9284,tcp,VERITAS Information Serve
n2h2server,9285,tcp,N2H2 Filter Service Port
,9286,tcp,Reserved
cumulus,9287,tcp,Cumulus
armtechdaemon,9292,tcp,ArmTech Daemon
storview,9293,tcp,StorView Client
armcenterhttp,9294,tcp,ARMCenter http Service
armcenterhttps,9295,tcp,ARMCenter https Service
vrace,9300,tcp,Virtual Racing Service
sphinxql,9306,tcp,Sphinx search server (MySQL listener)
sapms,9310,tcp,SAP Message Server
sphinxapi,9312,tcp,Sphinx search server
secure-ts,9318,tcp,PKIX TimeStamp over TLS
guibase,9321,tcp,guibase
gnmi-gnoi,9339,tcp,gRPC Network Mgmt/Operations Interface
gribi,9340,tcp,gRPC Routing Information Base Interface
mpidcmgr,9343,tcp,MpIdcMgr
mphlpdmc,9344,tcp,Mphlpdmc
rancher,9345,tcp,Rancher Agent
ctechlicensing,9346,tcp,C Tech Licensing
fjdmimgr,9374,tcp,fjdmimgr
boxp,9380,tcp,Brivs! Open Extensible Protocol
d2dconfig,9387,tcp,D2D Configuration Service
d2ddatatrans,9388,tcp,D2D Data Transfer Service
adws,9389,tcp,Active Directory Web Services
otp,9390,tcp,OpenVAS Transfer Protocol
fjinvmgr,9396,tcp,fjinvmgr
mpidcagt,9397,tcp,MpIdcAgt
sec-t4net-srv,9400,tcp,Samsung Twain for Network Server
sec-t4net-clt,9401,tcp,Samsung Twain for Network Client
sec-pc2fax-srv,9402,tcp,Samsung PC2FAX for Network Server
git,9418,tcp,git pack transfer service
tungsten-https,9443,tcp,WSO2 Tungsten HTTPS
wso2esb-console,9444,tcp,WSO2 ESB Administration Console HTTPS
mindarray-ca,9445,tcp,MindArray Systems Console Agent
sntlkeyssrvr,9450,tcp,Sentinel Keys Server
ismserver,9500,tcp,ismserver
,9522,tcp,Reserved
mngsuite,9535,tcp,Management Suite Remote Control
laes-bf,9536,tcp,Surveillance buffering function
trispen-sra,9555,tcp,Trispen Secure Remote Access
p4runtime,9559,tcp,P4Runtime gRPC Service
ldgateway,9592,tcp,LANDesk Gateway
cba8,9593,tcp,LANDesk Management Agent (cba8)
msgsys,9594,tcp,Message System
pds,9595,tcp,Ping Discovery Service
mercury-disc,9596,tcp,Mercury Discovery
pd-admin,9597,tcp,PD Administration
vscp,9598,tcp,Very Simple Ctrl Protocol
robix,9599,tcp,Robix
micromuse-ncpw,9600,tcp,MICROMUSE-NCPW
streamcomm-ds,9612,tcp,StreamComm User Directory
iadt-tls,9614,tcp,iADT Protocol over TLS
erunbook-agent,9616,tcp,"eRunbook Agent IANA assigned this well-formed service name as a replacement for ""erunbook_agent""."
erunbook_agent,9616,tcp,eRunbook Agent
erunbook-server,9617,tcp,"eRunbook Server IANA assigned this well-formed service name as a replacement for ""erunbook_server""."
erunbook_server,9617,tcp,eRunbook Server
condor,9618,tcp,Condor Collector Service
odbcpathway,9628,tcp,ODBC Pathway Service
uniport,9629,tcp,UniPort SSO Controller
peoctlr,9630,tcp,Peovica Controller
peocoll,9631,tcp,Peovica Collector
,9632,tcp,Reserved
pqsflows,9640,tcp,ProQueSys Flows Service
zoomcp,9666,tcp,Zoom Control Panel Game Server Management
xmms2,9667,tcp,Cross-platform Music Multiplexing System
tec5-sdctp,9668,tcp,tec5 Spectral Device Control Protocol
client-wakeup,9694,tcp,T-Mobile Client Wakeup Message
ccnx,9695,tcp,Content Centric Networking
board-roar,9700,tcp,Board M.I.T. Service
l5nas-parchan,9747,tcp,L5NAS Parallel Channel
board-voip,9750,tcp,Board M.I.T. Synchronous Collaboration
rasadv,9753,tcp,rasadv
tungsten-http,9762,tcp,WSO2 Tungsten HTTP
davsrc,9800,tcp,WebDav Source Port
sstp-2,9801,tcp,Sakura Script Transfer Protocol-2
davsrcs,9802,tcp,WebDAV Source TLS/SSL
sapv1,9875,tcp,Session Announcement v1
sd,9876,tcp,Session Director
x510,9877,tcp,The X.510 wrapper protocol
,9878,tcp,Reserved
cyborg-systems,9888,tcp,CYBORG Systems
gt-proxy,9889,tcp,Port for Cable network related data proxy or repeater
monkeycom,9898,tcp,MonkeyCom
,9899,tcp,Reserved
iua,9900,tcp,IUA
,9903,tcp,Reserved
domaintime,9909,tcp,domaintime
sype-transport,9911,tcp,SYPECom Transport Protocol
xybrid-cloud,9925,tcp,XYBRID Cloud
apc-9950,9950,tcp,APC 9950
apc-9951,9951,tcp,APC 9951
apc-9952,9952,tcp,APC 9952
acis,9953,tcp,9953
hinp,9954,tcp,HaloteC Instrument Network Protocol
alljoyn-stm,9955,tcp,Contact Port for AllJoyn standard messaging
,9956,tcp,Reserved
odnsp,9966,tcp,OKI Data Network Setting Protocol
xybrid-rt,9978,tcp,XYBRID RT Server
visweather,9979,tcp,Valley Information Systems Weather station data
pumpkindb,9981,tcp,Event sourcing database engine with a built-in programming language
dsm-scm-target,9987,tcp,DSM/SCM Target Interface
nsesrvr,9988,tcp,Software Essentials Secure HTTP server
osm-appsrvr,9990,tcp,OSM Applet Server
osm-oev,9991,tcp,OSM Event Server
palace-1,9992,tcp,OnLive-1
palace-2,9993,tcp,OnLive-2
palace-3,9994,tcp,OnLive-3
palace-4,9995,tcp,Palace-4
palace-5,9996,tcp,Palace-5
palace-6,9997,tcp,Palace-6
distinct32,9998,tcp,Distinct32
distinct,9999,tcp,distinct
ndmp,10000,tcp,Network Data Management Protocol
scp-config,10001,tcp,SCP Configuration
documentum,10002,tcp,EMC-Documentum Content Server Product
documentum-s,10003,tcp,"EMC-Documentum Content Server Product IANA assigned this well-formed service name as a replacement for ""documentum_s""."
documentum_s,10003,tcp,EMC-Documentum Content Server Product
emcrmirccd,10004,tcp,EMC Replication Manager Client
emcrmird,10005,tcp,EMC Replication Manager Server
netapp-sync,10006,tcp,Sync replication protocol among different NetApp platforms
mvs-capacity,10007,tcp,MVS Capacity
octopus,10008,tcp,Octopus Multiplexer
swdtp-sv,10009,tcp,Systemwalker Desktop Patrol
